"","Enzyme.ID","Gene.composition","genes","stoich","nUnknown","nGenes"
"1140","SUCCARGDIHYDRO-MONOMER","b1745(1)","b1745","1","0",1
"1141","SUCCCOASYN","b0728(2) AND b0729(2)","b0728,b0729","2,2","0",2
"1142","SUCCGLUALDDEHYD-MONOMER","b1746(1)","b1746","1","0",1
"1143","SUCCGLUDESUCC-MONOMER","b1744(1)","b1744","1","0",1
"1144","SUCCORNTRANSAM-CPLX","b1748(2)","b1748","2","0",1
"1145","SULFITE-REDUCT-CPLX","b2764(8) AND b2763(4)","b2763,b2764","4,8","0",2
"1146","SUPEROX-DISMUTFE-CPLX","b1656(2)","b1656","2","0",1
"1147","SUPEROX-DISMUTMN-CPLX","b3908(2)","b3908","2","0",1
"1148","TadA_dim","b2559(2)","b2559","2","0",1
"1149","TDCC-MONOMER","b3116(1)","b3116","1","0",1
"1150","TDK-MONOMER","b1238(1)","b1238","1","0",1
"1151","TDPFUCACTRANS-MONOMER","b3790(1)","b3790","1","0",1
"1152","TETRAACYLDISACC4KIN-MONOMER","b0915(1)","b0915","1","0",1
"1153","Tgt_hexa","b0406(6)","b0406","6","0",1
"1154","THI-P-KIN-MONOMER","b0417(1)","b0417","1","0",1
"1155","THIC-MONOMER","b3994(1)","b3994","1","0",1
"1156","THIE-MONOMER","b3993(1)","b3993","1","0",1
"1157","THIG-MONOMER","b3991(1)","b3991","1","0",1
"1158","THIH-MONOMER_THIF-MONOMER_THII-MONOMER_THIS-MONOMER","b3990() AND b4407() AND b0423() AND b3992()","b0423,b3990,b3992,b4407","1,1,1,1","4",4
"1159","ThiI_mono","b0423(1)","b0423","1","0",1
"1160","THIKIN-MONOMER","b1106(1)","b1106","1","0",1
"1161","THIOESTERII-CPLX","b0452(4)","b0452","4","0",1
"1162","THIOREDOXIN-REDUCT-NADPH-CPLX","b0888()","b0888","1","1",1
"1163","Thr_RS_dim","b1719(2)","b1719","2","0",1
"1164","THREDEHYDCAT-CPLX","b3117(4)","b3117","4","0",1
"1165","THREDEHYDSYN-CPLX","b3772(4)","b3772","4","0",1
"1166","THREODEHYD-CPLX","b3616(4)","b3616","4","0",1
"1167","THRESYN-MONOMER","b0004(1)","b0004","1","0",1
"1168","THYMIDYLATESYN-CPLX","b2827(2)","b2827","2","0",1
"1169","THZ-KIN-MONOMER","b2104(1)","b2104","1","0",1
"1170","Tig_mono","b0436(1)","b0436","1","0",1
"1171","TilS_mono","b0188(1)","b0188","1","0",1
"1172","TMAOREDUCTI-CPLX","b0996() AND b0997(2)","b0996,b0997","1,2","1",2
"1173","TmcA_mono","b2474()","b2474","1","1",1
"1174","TNAB-MONOMER","b3709(1)","b3709","1","0",1
"1175","TPI","b3919(2)","b3919","2","0",1
"1176","TRANS-CPLX-201","b0462() AND b0463() AND b3035()","b0462,b0463,b3035","1,1,1","3",3
"1177","TRANS-CPLX-203","b3577() AND b3579() AND b3578()","b3577,b3578,b3579","1,1,1","3",3
"1178","TRANSALDOLA-MONOMER","b2464(1)","b2464","1","0",1
"1179","TRANSALDOLB-CPLX","b0008(2)","b0008","2","0",1
"1180","transGroES_hepta","b4142(7)","b4142","7","0",1
"1181","TRANSKETOI-CPLX","b2935(2)","b2935","2","0",1
"1182","TRE6PHYDRO-MONOMER","b4239(1)","b4239","1","0",1
"1183","TREHALACYTO-MONOMER","b3519(1)","b3519","1","0",1
"1184","TREHALAPERI-MONOMER","b1197(1)","b1197","1","0",1
"1185","TREHALOSE6PSYN-MONOMER","b1896(1)","b1896","1","0",1
"1186","TREHALOSEPHOSPHASYN-MONOMER","b1897(1)","b1897","1","0",1
"1187","TRKA-MONOMER_SAPD-MONOMER_TRKG-MONOMER","b1363() AND b1291() AND b3290()","b1291,b1363,b3290","1,1,1","3",3
"1188","TRKA-MONOMER_SAPD-MONOMER_TRKH-MONOMER","b3849() AND b1291() AND b3290()","b1291,b3290,b3849","1,1,1","3",3
"1189","TrmA_mono","b3965(1)","b3965","1","0",1
"1190","TrmD_dim","b2607(2)","b2607","2","0",1
"1191","TrmH_dim","b3651(2)","b3651","2","0",1
"1192","TrmJ_dim","b2532(2)","b2532","2","0",1
"1193","TrmU_mono","b1133(1)","b1133","1","0",1
"1194","Trp_RS_dim","b3384(2)","b3384","2","0",1
"1195","TruA_dim","b2318(2)","b2318","2","0",1
"1196","TruB_mono","b3166(1)","b3166","1","0",1
"1197","TruD_mono","b2745(1)","b2745","1","0",1
"1198","TRYPSYN","b1260(2) AND b1261(2)","b1260,b1261","2,2","0",2
"1199","TRYPTOPHAN-CPLX","b3708(4)","b3708","4","0",1
"1200","TSA-REDUCT-MONOMER","b3125(1)","b3125","1","0",1
"1201","Tsf_mono","b0170(1)","b0170","1","0",1
"1202","TufA_mono","b3339(1)","b3339","1","0",1
"1203","TufB_mono","b3980(1)","b3980","1","0",1
"1204","Tyr_RS_dim","b1637(2)","b1637","2","0",1
"1205","TYRB-DIMER","b4054(2)","b4054","2","0",1
"1206","TYRP-MONOMER","b1907(1)","b1907","1","0",1
"1207","UBIX-MONOMER_DHHB-METHYLTRANSFER-MONOMER","b2311() AND b2232()","b2232,b2311","1,1","2",2
"1208","UDHA-CPLX","b3962(8)","b3962","8","0",1
"1209","UDK-MONOMER","b2066(1)","b2066","1","0",1
"1210","UDP-NACMUR-ALA-LIG-MONOMER","b0091(1)","b0091","1","0",1
"1211","UDP-NACMURALA-GLU-LIG-MONOMER","b0088(1)","b0088","1","0",1
"1212","UDP-NACMURALGLDAPAALIG-MONOMER","b0086(1)","b0086","1","0",1
"1213","UDP-NACMURALGLDAPLIG-MONOMER","b0085(1)","b0085","1","0",1
"1214","UDPACYLGLCNACDEACETYL-MONOMER","b0096(1)","b0096","1","0",1
"1215","UDPGLCNACEPIM-MONOMER","b3786(1)","b3786","1","0",1
"1216","UDPGLUCEPIM-CPLX","b0759(2)","b0759","2","0",1
"1217","UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO","b0179(1)","b0179","1","0",1
"1218","UDPMANACATRANS-MONOMER","b3794(1)","b3794","1","0",1
"1219","UDPMANNACADEHYDROG-MONOMER","b3787(1)","b3787","1","0",1
"1220","UDPNACETYLGLUCOSAMACYLTRANS-CPLX","b0181(3)","b0181","3","0",1
"1221","UDPNACETYLGLUCOSAMENOLPYRTRANS-MONOMER","b3189(1)","b3189","1","0",1
"1222","UDPNACETYLMURAMATEDEHYDROG-MONOMER","b3972(1)","b3972","1","0",1
"1223","UGD-MONOMER","b2028(1)","b2028","1","0",1
"1224","UHPT-MONOMER","b3666(1)","b3666","1","0",1
"1225","UMPKI-CPLX","b0171(6)","b0171","6","0",1
"1226","UPPSYN-CPLX","b0174(2)","b0174","2","0",1
"1227","URAA-MONOMER","b2497(1)","b2497","1","0",1
"1228","URACIL-PRIBOSYLTRANS-CPLX","b2498(3)","b2498","3","0",1
"1229","UROGENDECARBOX-MONOMER","b3997(1)","b3997","1","0",1
"1230","UROGENIIISYN-MONOMER","b3804(1)","b3804","1","0",1
"1231","URPHOS-CPLX","b3831(6)","b3831","6","0",1
"1232","USHA-MONOMER","b0480(1)","b0480","1","0",1
"1233","UXAC-MONOMER","b3092(1)","b3092","1","0",1
"1234","VALINE-PYRUVATE-AMINOTRANSFER-MONOMER","b3572(1)","b3572","1","0",1
"1235","ValS_mono","b4258(1)","b4258","1","0",1
"1236","XANTHOSINEPHOSPHORY-CPLX","b2407(6)","b2407","6","0",1
"1237","XAPB-MONOMER","b2406(1)","b2406","1","0",1
"1238","XASA-MONOMER","b1492(1)","b1492","1","0",1
"1239","XYLE-MONOMER","b4031(1)","b4031","1","0",1
"1240","XYLISOM-CPLX","b3565(4)","b3565","4","0",1
"1241","YAAJ-MONOMER","b0007(1)","b0007","1","0",1
"1242","YADQ-MONOMER","b0155(1)","b0155","1","0",1
"1243","YBDA-MONOMER","b0591(1)","b0591","1","0",1
"1244","YccK_mono","b0969(1)","b0969","1","0",1
"1245","YCHM-MONOMER","b1206(1)","b1206","1","0",1
"1246","YdaO_mono","b1344(1)","b1344","1","0",1
"1247","YDEA-MONOMER","b1528(1)","b1528","1","0",1
"1248","YDGEF-CPLX","b1599() AND b1600()","b1599,b1600","1,1","2",2
"1249","YEAV-MONOMER","b1801(1)","b1801","1","0",1
"1250","YecO_mono","b1870(1)","b1870","1","0",1
"1251","YecP_mono","b1871(1)","b1871","1","0",1
"1252","YFEP-MONOMER","b2392(1)","b2392","1","0",1
"1253","YfiC_mono","b2575()","b2575","1","1",1
"1254","YGFO-MONOMER","b2882(1)","b2882","1","0",1
"1255","YGGA-MONOMER","b2923(1)","b2923","1","0",1
"1256","YggH_mono","b2960(1)","b2960","1","0",1
"1257","YggJ_dim","b2946(2)","b2946","2","0",1
"1258","YGJE-MONOMER","b3063(1)","b3063","1","0",1
"1259","YGJU-MONOMER","b3089(1)","b3089","1","0",1
"1260","YHAU-MONOMER","b3127(1)","b3127","1","0",1
"1261","YheL_mono","b3343(1)","b3343","1","0",1
"1262","YheLMN_cplx","YheL_mono(2) AND YheM_mono(2) AND YheN_mono(2)","YheL_,YheM_,YheN_","NA,NA,NA","0",0
"1263","YheM_mono","b3344(1)","b3344","1","0",1
"1264","YheN_mono","b3345(1)","b3345","1","0",1
"1265","YHFM-MONOMER","b3370(1)","b3370","1","0",1
"1266","YHHO-MONOMER","b3469(1)","b3469","1","0",1
"1267","YhhP_mono","b3470(1)","b3470","1","0",1
"1268","YHIP-MONOMER","b3496(1)","b3496","1","0",1
"1269","YICE-MONOMER","b3654(1)","b3654","1","0",1
"1270","YIDK-MONOMER","b3679(1)","b3679","1","0",1
"1271","YIDT-MONOMER","b3691(1)","b3691","1","0",1
"1272","YjbC_mono","b4022(1)","b4022","1","0",1
"1273","YJCG-MONOMER","b4067(1)","b4067","1","0",1
"1274","YJDL-MONOMER","b4130(1)","b4130","1","0",1
"1275","YJGT-MONOMER","b4265(1)","b4265","1","0",1
"1276","YJIZ-MONOMER","b4356(1)","b4356","1","0",1
"1277","YmfC_mono","b1135(1)","b1135","1","0",1
"1278","YNFJ-MONOMER","b1592(1)","b1592","1","0",1
"1279","YqcB_mono","b2791(1)","b2791","1","0",1
"1280","YRBG-MONOMER","b3196(1)","b3196","1","0",1
"1281","YrdC_mono","b3282(1)","b3282","1","0",1
